flowStartMilliseconds,flowDurationMilliseconds,sourceIPAddress,destinationIPAddress,sourceTransportPort,destinationTransportPort,protocolIdentifier,"apply(packetTotalCount,forward)","apply(octetTotalCount,forward)","apply(min(ipTotalLength),forward)","apply(mean(ipTotalLength),forward)","apply(max(ipTotalLength),forward)","apply(stdev(ipTotalLength),forward)","apply(min(_interPacketTimeSeconds),forward)","apply(mean(_interPacketTimeSeconds),forward)","apply(max(_interPacketTimeSeconds),forward)","apply(stdev(_interPacketTimeSeconds),forward)","apply(tcpSynTotalCount,forward)","apply(tcpAckTotalCount,forward)","apply(tcpFinTotalCount,forward)","apply(_tcpCwrTotalCount,forward)","apply(packetTotalCount,backward)","apply(octetTotalCount,backward)","apply(min(ipTotalLength),backward)","apply(mean(ipTotalLength),backward)","apply(max(ipTotalLength),backward)","apply(stdev(ipTotalLength),backward)","apply(min(_interPacketTimeSeconds),backward)","apply(mean(_interPacketTimeSeconds),backward)","apply(max(_interPacketTimeSeconds),backward)","apply(stdev(_interPacketTimeSeconds),backward)","apply(tcpSynTotalCount,backward)","apply(tcpAckTotalCount,backward)","apply(tcpFinTotalCount,backward)","apply(_tcpCwrTotalCount,backward)",Attack,Label
1499262203254,86,192.168.10.50,172.16.0.1,80,51006,6,6,11915,52,1985.8333333333333,5844,2179.5924771999616,0.0,0.0,0.0,0.0,1,6,1,0,6,679,52.0,113.16666666666669,411.0,145.9430254128873,0.0,0.0,0.0,0.0,1,5,0,0,Normal,0
1499262203255,93,172.16.0.1,192.168.10.50,51010,80,6,9,815,52,90.55555555555556,391,112.69772747388376,0.0,0.0,0.0,0.0,1,8,0,0,6,11915,52.0,1985.8333333333333,4396.0,1976.2516455822797,0.0,0.0,0.0,0.0,1,6,1,0,DoS / DDoS:DoS Hulk,1
1499262203255,88,172.16.0.1,192.168.10.50,51012,80,6,6,658,52,109.66666666666669,390,137.37200102883654,0.0,0.0,0.0,0.0,1,5,0,0,6,11915,52.0,1985.8333333333333,5844.0,2179.5924771999616,0.0,0.0,0.0,0.0,1,6,1,0,DoS / DDoS:DoS Hulk,1
1499262203255,87,172.16.0.1,192.168.10.50,51008,80,6,6,690,52,115.0,422,150.43270920913443,0.0,0.0,0.0,0.0,1,5,0,0,6,11915,52.0,1985.8333333333333,5844.0,2179.5924771999616,0.0,0.0,0.0,0.0,1,6,1,0,DoS / DDoS:DoS Hulk,1
1499262203255,0,172.16.0.1,192.168.10.50,50852,80,6,1,40,40,40.0,40,,,,,,0,0,0,0,0,0,,,,,,,,,0,0,0,0,DoS / DDoS:DoS Hulk,1
1499262203256,92,172.16.0.1,192.168.10.50,51018,80,6,8,803,52,100.375,431,133.6220015031742,0.0,0.0,0.0,0.0,1,7,0,0,6,11915,52.0,1985.8333333333333,5844.0,2178.1304292137024,0.0,0.0,0.0,0.0,1,6,1,0,DoS / DDoS:DoS Hulk,1
1499262203256,91,172.16.0.1,192.168.10.50,51014,80,6,9,837,52,93.0,413,120.02916312296774,0.0,0.0,0.0,0.0,1,8,0,0,6,11915,52.0,1985.8333333333333,5844.0,2179.5924771999616,0.0,0.0,0.0,0.0,1,6,1,0,DoS / DDoS:DoS Hulk,1
1499262203256,0,172.16.0.1,192.168.10.50,50858,80,6,1,40,40,40.0,40,,,,,,0,0,0,0,0,0,,,,,,,,,0,0,0,0,DoS / DDoS:DoS Hulk,1
1499262203256,92,172.16.0.1,192.168.10.50,51020,80,6,9,834,52,92.66666666666669,410,119.02940813093208,0.0,0.0,0.0,0.0,1,8,0,0,7,11967,52.0,1709.571428571429,4396.0,1756.3245578141166,0.0,0.0,0.0,0.0,1,7,1,0,DoS / DDoS:DoS Hulk,1
1499262203256,0,172.16.0.1,192.168.10.50,50850,80,6,1,40,40,40.0,40,,,,,,0,0,0,0,0,0,,,,,,,,,0,0,0,0,DoS / DDoS:DoS Hulk,1
1499262203256,0,172.16.0.1,192.168.10.50,50852,80,6,1,40,40,40.0,40,,,,,,0,0,0,0,0,0,,,,,,,,,0,0,0,0,DoS / DDoS:DoS Hulk,1
1499262203256,0,172.16.0.1,192.168.10.50,50846,80,6,1,40,40,40.0,40,,,,,,0,0,0,0,0,0,,,,,,,,,0,0,0,0,DoS / DDoS:DoS Hulk,1
1499262203256,0,172.16.0.1,192.168.10.50,50842,80,6,1,40,40,40.0,40,,,,,,0,0,0,0,0,0,,,,,,,,,0,0,0,0,DoS / DDoS:DoS Hulk,1
1499262203256,92,172.16.0.1,192.168.10.50,51016,80,6,8,739,52,92.375,367,111.00056306163496,0.0,0.0,0.0,0.0,1,7,0,0,6,11915,52.0,1985.8333333333333,5844.0,2179.5924771999616,0.0,0.0,0.0,0.0,1,6,1,0,DoS / DDoS:DoS Hulk,1
1499262203257,0,192.168.10.50,172.16.0.1,80,50856,6,1,52,52,52.0,52,,,,,,0,1,0,0,1,40,40.0,40.0,40.0,,,,,,0,0,0,0,Normal,0
1499262203258,95,172.16.0.1,192.168.10.50,51024,80,6,6,620,40,103.33333333333331,364,127.86034047610958,0.0,0.0,0.0,0.0,1,4,1,0,6,11915,52.0,1985.8333333333333,5844.0,2179.5924771999616,0.0,0.0,0.0,0.0,1,6,1,0,DoS / DDoS:DoS Hulk,1
1499262203258,91,172.16.0.1,192.168.10.50,51022,80,6,6,684,40,114.0,428,153.96103403134185,0.0,0.0,0.0,0.0,1,4,1,0,6,11915,52.0,1985.8333333333333,7292.0,2694.4938238316054,0.0,0.0,0.0,0.0,1,6,1,0,DoS / DDoS:DoS Hulk,1
1499262203259,93,172.16.0.1,192.168.10.50,51028,80,6,6,678,52,113.0,410,145.53487554534823,0.0,0.0,0.0,0.0,1,5,0,0,6,11915,52.0,1985.8333333333333,4396.0,1753.071637631123,0.0,0.0,0.0,0.0,1,6,1,0,DoS / DDoS:DoS Hulk,1
1499262203259,92,172.16.0.1,192.168.10.50,51026,80,6,6,672,52,112.0,404,143.08598813301043,0.0,0.0,0.0,0.0,1,5,0,0,6,11915,52.0,1985.8333333333333,5844.0,2179.5924771999616,0.0,0.0,0.0,0.0,1,6,1,0,DoS / DDoS:DoS Hulk,1
1499262203259,9,192.168.10.50,172.16.0.1,80,50860,6,1,52,52,52.0,52,,,,,,0,1,0,0,1,40,40.0,40.0,40.0,,,,,,0,0,0,0,Normal,0
1499262203260,102,172.16.0.1,192.168.10.50,51030,80,6,6,602,40,100.33333333333331,346,120.52164397595423,0.0,0.0,0.0,0.0,1,4,1,0,6,11915,52.0,1985.8333333333333,4396.0,1976.2516455822797,0.0,0.0,0.0,0.0,1,6,1,0,DoS / DDoS:DoS Hulk,1
1499262203260,0,172.16.0.1,192.168.10.50,50854,80,6,1,40,40,40.0,40,,,,,,0,0,0,0,0,0,,,,,,,,,0,0,0,0,DoS / DDoS:DoS Hulk,1
1499262203260,99,172.16.0.1,192.168.10.50,51032,80,6,6,693,52,115.5,425,151.65717919043595,0.0,0.0,0.0,0.0,1,5,0,0,6,11915,52.0,1985.8333333333333,8740.0,3383.39086814791,0.0,0.0,0.0,0.0,1,6,1,0,DoS / DDoS:DoS Hulk,1
1499262203261,100,172.16.0.1,192.168.10.50,51034,80,6,6,645,40,107.5,389,138.0546993042975,0.0,0.0,0.0,0.0,1,4,1,0,6,11915,52.0,1985.8333333333333,4396.0,1753.071637631123,0.0,0.0,0.0,0.0,1,6,1,0,DoS / DDoS:DoS Hulk,1
1499262203261,0,172.16.0.1,192.168.10.50,50862,80,6,1,40,40,40.0,40,,,,,,0,0,0,0,0,0,,,,,,,,,0,0,0,0,DoS / DDoS:DoS Hulk,1
1499262203261,94,172.16.0.1,192.168.10.50,51038,80,6,6,734,52,122.33333333333331,466,168.3920029771802,0.0,0.0,0.0,0.0,1,5,0,0,6,11915,52.0,1985.8333333333333,5844.0,2179.5924771999616,0.0,0.0,0.0,0.0,1,6,1,0,DoS / DDoS:DoS Hulk,1
1499262203261,92,172.16.0.1,192.168.10.50,51036,80,6,6,684,52,114.0,416,147.9837828952889,0.0,0.0,0.0,0.0,1,5,0,0,6,11915,52.0,1985.8333333333333,4396.0,1753.071637631123,0.0,0.0,0.0,0.0,1,6,1,0,DoS / DDoS:DoS Hulk,1
1499262203262,0,172.16.0.1,192.168.10.50,50864,80,6,1,40,40,40.0,40,,,,,,0,0,0,0,0,0,,,,,,,,,0,0,0,0,DoS / DDoS:DoS Hulk,1
1499262203262,95,172.16.0.1,192.168.10.50,51042,80,6,6,641,52,106.83333333333331,373,130.433763522589,0.0,0.0,0.0,0.0,1,5,0,0,7,11967,52.0,1709.571428571429,5844.0,1946.5062596990588,0.0,0.0,0.0,0.0,1,7,1,0,DoS / DDoS:DoS Hulk,1
1499262203262,95,172.16.0.1,192.168.10.50,51040,80,6,6,673,52,112.16666666666669,405,143.49413460719106,0.0,0.0,0.0,0.0,1,5,0,0,6,11915,52.0,1985.8333333333333,5844.0,2179.5924771999616,0.0,0.0,0.0,0.0,1,6,1,0,DoS / DDoS:DoS Hulk,1
1499262203262,96,172.16.0.1,192.168.10.50,51044,80,6,6,647,52,107.83333333333331,379,132.88252957656496,0.0,0.0,0.0,0.0,1,5,0,0,5,11863,52.0,2372.6,10188.0,4413.316870563454,0.0,0.0,0.0,0.0,1,5,1,0,DoS / DDoS:DoS Hulk,1
1499262203263,100,172.16.0.1,192.168.10.50,51048,80,6,6,681,40,113.5,425,152.7373562688578,0.0,0.0,0.0,0.0,1,4,1,0,6,11915,52.0,1985.8333333333333,4396.0,1753.071637631123,0.0,0.0,0.0,0.0,1,6,1,0,DoS / DDoS:DoS Hulk,1
1499262203263,103,172.16.0.1,192.168.10.50,51050,80,6,6,681,40,113.5,425,152.7373562688578,0.0,0.0,0.0,0.0,1,4,1,0,5,11863,52.0,2372.6,10188.0,4413.316870563454,0.0,0.0,0.0,0.0,1,5,1,0,DoS / DDoS:DoS Hulk,1
1499262203263,0,172.16.0.1,192.168.10.50,50868,80,6,1,40,40,40.0,40,,,,,,0,0,0,0,0,0,,,,,,,,,0,0,0,0,DoS / DDoS:DoS Hulk,1
1499262203263,101,192.168.10.50,172.16.0.1,80,51046,6,5,11863,52,2372.6,5844,2421.7179439397974,0.0,0.0,0.0,0.0,1,5,1,0,6,630,40.0,105.0,374.0,131.9378641634008,0.0,0.0,0.0,0.0,1,4,1,0,Normal,0
1499262203264,102,172.16.0.1,192.168.10.50,51054,80,6,6,720,40,120.0,464,168.6463755910574,0.0,0.0,0.0,0.0,1,4,1,0,6,11915,52.0,1985.8333333333333,4396.0,1753.071637631123,0.0,0.0,0.0,0.0,1,6,1,0,DoS / DDoS:DoS Hulk,1
1499262203264,98,172.16.0.1,192.168.10.50,51052,80,6,6,640,52,106.66666666666669,372,130.0256384974389,0.0,0.0,0.0,0.0,1,5,0,0,6,11915,52.0,1985.8333333333333,5844.0,2178.1304292137024,0.0,0.0,0.0,0.0,1,6,1,0,DoS / DDoS:DoS Hulk,1
1499262203264,0,192.168.10.50,172.16.0.1,80,50866,6,1,52,52,52.0,52,,,,,,0,1,0,0,1,40,40.0,40.0,40.0,,,,,,0,0,0,0,Normal,0
1499262203265,0,172.16.0.1,192.168.10.50,50868,80,6,1,40,40,40.0,40,,,,,,0,0,0,0,0,0,,,,,,,,,0,0,0,0,DoS / DDoS:DoS Hulk,1
1499262203265,0,172.16.0.1,192.168.10.50,50870,80,6,1,40,40,40.0,40,,,,,,0,0,0,0,0,0,,,,,,,,,0,0,0,0,DoS / DDoS:DoS Hulk,1
1499262203265,104,172.16.0.1,192.168.10.50,51058,80,6,6,649,40,108.16666666666669,393,139.68595729946037,0.0,0.0,0.0,0.0,1,4,1,0,6,11915,52.0,1985.8333333333333,5844.0,2179.5924771999616,0.0,0.0,0.0,0.0,1,6,1,0,DoS / DDoS:DoS Hulk,1
1499262203265,102,172.16.0.1,192.168.10.50,51056,80,6,6,675,52,112.5,407,144.3104292835414,0.0,0.0,0.0,0.0,1,5,0,0,6,11915,52.0,1985.8333333333333,5844.0,2179.5924771999616,0.0,0.0,0.0,0.0,1,6,1,0,DoS / DDoS:DoS Hulk,1
1499262203266,104,172.16.0.1,192.168.10.50,51060,80,6,6,677,52,112.83333333333331,409,145.12672623147904,0.0,0.0,0.0,0.0,1,5,0,0,5,11863,52.0,2372.6,7292.0,3330.24770850458,0.0,0.0,0.0,0.0,1,5,1,0,DoS / DDoS:DoS Hulk,1
1499262203266,105,172.16.0.1,192.168.10.50,51062,80,6,6,687,52,114.5,419,149.2082437400829,0.0,0.0,0.0,0.0,1,5,0,0,6,11915,52.0,1985.8333333333333,4396.0,1753.071637631123,0.0,0.0,0.0,0.0,1,6,1,0,DoS / DDoS:DoS Hulk,1
1499262203266,0,172.16.0.1,192.168.10.50,50876,80,6,1,40,40,40.0,40,,,,,,0,0,0,0,0,0,,,,,,,,,0,0,0,0,DoS / DDoS:DoS Hulk,1
1499262203266,9,192.168.10.50,172.16.0.1,80,50876,6,1,52,52,52.0,52,,,,,,0,1,0,0,1,40,40.0,40.0,40.0,,,,,,0,0,0,0,Normal,0
1499262203267,0,172.16.0.1,192.168.10.50,50856,80,6,1,40,40,40.0,40,,,,,,0,0,0,0,0,0,,,,,,,,,0,0,0,0,DoS / DDoS:DoS Hulk,1
1499262203267,105,172.16.0.1,192.168.10.50,51064,80,6,6,677,52,112.83333333333331,409,145.12672623147904,0.0,0.0,0.0,0.0,1,5,0,0,6,11915,52.0,1985.8333333333333,5844.0,2179.5924771999616,0.0,0.0,0.0,0.0,1,6,1,0,DoS / DDoS:DoS Hulk,1
1499262203267,0,172.16.0.1,192.168.10.50,50872,80,6,1,40,40,40.0,40,,,,,,0,0,0,0,0,0,,,,,,,,,0,0,0,0,DoS / DDoS:DoS Hulk,1
1499262203267,106,172.16.0.1,192.168.10.50,51066,80,6,7,696,52,99.42857142857144,376,121.99297403656372,0.0,0.0,0.0,0.0,1,6,0,0,5,11863,52.0,2372.6,5844.0,3168.942694338287,0.0,0.0,0.0,0.0,1,5,1,0,DoS / DDoS:DoS Hulk,1
1499262203267,1,192.168.10.50,172.16.0.1,80,50872,6,1,52,52,52.0,52,,,,,,0,1,0,0,1,40,40.0,40.0,40.0,,,,,,0,0,0,0,Normal,0
1499262203268,108,172.16.0.1,192.168.10.50,51068,80,6,8,803,52,100.375,431,133.6220015031742,0.0,0.0,0.0,0.0,1,7,0,0,5,11863,52.0,2372.6,7292.0,3330.24770850458,0.0,0.0,0.0,0.0,1,5,1,0,DoS / DDoS:DoS Hulk,1
1499262203269,107,172.16.0.1,192.168.10.50,51070,80,6,6,665,52,110.83333333333331,397,140.22897941105705,0.0,0.0,0.0,0.0,1,5,0,0,6,11915,52.0,1985.8333333333333,5844.0,2179.5924771999616,0.0,0.0,0.0,0.0,1,6,1,0,DoS / DDoS:DoS Hulk,1
1499262203269,108,172.16.0.1,192.168.10.50,51074,80,6,6,732,52,122.0,464,167.57565455638235,0.0,0.0,0.0,0.0,1,5,0,0,6,11915,52.0,1985.8333333333333,4396.0,1753.071637631123,0.0,0.0,0.0,0.0,1,6,1,0,DoS / DDoS:DoS Hulk,1
1499262203269,108,172.16.0.1,192.168.10.50,51076,80,6,6,626,52,104.33333333333331,358,124.311973142842,0.0,0.0,0.0,0.0,1,5,0,0,5,11863,52.0,2372.6,5844.0,3168.942694338287,0.0,0.0,0.0,0.0,1,5,1,0,DoS / DDoS:DoS Hulk,1
1499262203269,109,172.16.0.1,192.168.10.50,51072,80,6,6,653,40,108.83333333333331,397,141.3172553748008,0.0,0.0,0.0,0.0,1,4,1,0,6,11915,52.0,1985.8333333333333,4396.0,1753.071637631123,0.0,0.0,0.0,0.0,1,6,1,0,DoS / DDoS:DoS Hulk,1
1499262203270,111,172.16.0.1,192.168.10.50,51078,80,6,6,673,52,112.16666666666669,405,143.49413460719106,0.0,0.0,0.0,0.0,1,5,0,0,6,11915,52.0,1985.8333333333333,7292.0,2694.4938238316054,0.0,0.0,0.0,0.0,1,6,1,0,DoS / DDoS:DoS Hulk,1
1499262203270,112,172.16.0.1,192.168.10.50,51080,80,6,6,676,52,112.66666666666669,408,144.71857747596425,0.0,0.0,0.0,0.0,1,5,0,0,6,11915,52.0,1985.8333333333333,5844.0,2179.5924771999616,0.0,0.0,0.0,0.0,1,6,1,0,DoS / DDoS:DoS Hulk,1
1499262203271,111,172.16.0.1,192.168.10.50,51084,80,6,6,679,40,113.16666666666669,423,151.92158064826296,0.0,0.0,0.0,0.0,1,4,1,0,6,11915,52.0,1985.8333333333333,5844.0,2179.5924771999616,0.0,0.0,0.0,0.0,1,6,1,0,DoS / DDoS:DoS Hulk,1
1499262203271,112,172.16.0.1,192.168.10.50,51082,80,6,6,712,52,118.66666666666669,444,159.41225381590544,0.0,0.0,0.0,0.0,1,5,0,0,6,11915,52.0,1985.8333333333333,7292.0,2694.4938238316054,0.0,0.0,0.0,0.0,1,6,1,0,DoS / DDoS:DoS Hulk,1
1499262203271,0,172.16.0.1,192.168.10.50,50880,80,6,1,40,40,40.0,40,,,,,,0,0,0,0,0,0,,,,,,,,,0,0,0,0,DoS / DDoS:DoS Hulk,1
1499262203271,0,172.16.0.1,192.168.10.50,50868,80,6,1,40,40,40.0,40,,,,,,0,0,0,0,0,0,,,,,,,,,0,0,0,0,DoS / DDoS:DoS Hulk,1
1499262203272,113,172.16.0.1,192.168.10.50,51088,80,6,6,719,52,119.83333333333331,451,162.2694261611431,0.0,0.0,0.0,0.0,1,5,0,0,6,11915,52.0,1985.8333333333333,7292.0,2694.4938238316054,0.0,0.0,0.0,0.0,1,6,1,0,DoS / DDoS:DoS Hulk,1
1499262203272,113,172.16.0.1,192.168.10.50,51086,80,6,6,692,52,115.33333333333331,424,151.24902203540577,0.0,0.0,0.0,0.0,1,5,0,0,6,11915,52.0,1985.8333333333333,4396.0,1753.071637631123,0.0,0.0,0.0,0.0,1,6,1,0,DoS / DDoS:DoS Hulk,1
1499262203273,115,172.16.0.1,192.168.10.50,51092,80,6,6,626,52,104.33333333333331,358,124.311973142842,0.0,0.0,0.0,0.0,1,5,0,0,5,11863,52.0,2372.6,10188.0,4413.316870563454,0.0,0.0,0.0,0.0,1,5,1,0,DoS / DDoS:DoS Hulk,1
1499262203273,114,172.16.0.1,192.168.10.50,51090,80,6,6,680,52,113.33333333333331,412,146.35117582946393,0.0,0.0,0.0,0.0,1,5,0,0,7,11967,52.0,1709.571428571429,4396.0,1756.3245578141166,0.0,0.0,0.0,0.0,1,7,1,0,DoS / DDoS:DoS Hulk,1
1499262203273,0,172.16.0.1,192.168.10.50,50884,80,6,1,40,40,40.0,40,,,,,,0,0,0,0,0,0,,,,,,,,,0,0,0,0,DoS / DDoS:DoS Hulk,1
1499262203273,115,172.16.0.1,192.168.10.50,51094,80,6,6,686,40,114.33333333333331,430,154.77682858447082,0.0,0.0,0.0,0.0,1,4,1,0,6,11915,52.0,1985.8333333333333,4396.0,1753.071637631123,0.0,0.0,0.0,0.0,1,6,1,0,DoS / DDoS:DoS Hulk,1
1499262203274,117,172.16.0.1,192.168.10.50,51096,80,6,6,662,40,110.33333333333331,406,144.98781558002267,0.0,0.0,0.0,0.0,1,4,1,0,6,11915,52.0,1985.8333333333333,4396.0,1753.071637631123,0.0,0.0,0.0,0.0,1,6,1,0,DoS / DDoS:DoS Hulk,1
1499262203274,0,172.16.0.1,192.168.10.50,50886,80,6,1,40,40,40.0,40,,,,,,0,0,0,0,0,0,,,,,,,,,0,0,0,0,DoS / DDoS:DoS Hulk,1
1499262203274,116,172.16.0.1,192.168.10.50,51098,80,6,6,705,40,117.5,449,162.52722848802904,0.0,0.0,0.0,0.0,1,4,1,0,5,11863,52.0,2372.6,5844.0,3168.942694338287,0.0,0.0,0.0,0.0,1,5,1,0,DoS / DDoS:DoS Hulk,1
1499262203274,0,172.16.0.1,192.168.10.50,50878,80,6,1,40,40,40.0,40,,,,,,0,0,0,0,0,0,,,,,,,,,0,0,0,0,DoS / DDoS:DoS Hulk,1
1499262203274,0,172.16.0.1,192.168.10.50,50866,80,6,1,40,40,40.0,40,,,,,,0,0,0,0,0,0,,,,,,,,,0,0,0,0,DoS / DDoS:DoS Hulk,1
1499262203275,117,172.16.0.1,192.168.10.50,51102,80,6,6,682,40,113.66666666666669,426,153.14524696074204,0.0,0.0,0.0,0.0,1,4,1,0,6,11915,52.0,1985.8333333333333,5844.0,2179.5924771999616,0.0,0.0,0.0,0.0,1,6,1,0,DoS / DDoS:DoS Hulk,1
1499262203275,116,172.16.0.1,192.168.10.50,51100,80,6,6,729,52,121.5,461,166.35113465197645,0.0,0.0,0.0,0.0,1,5,0,0,6,11915,52.0,1985.8333333333333,5844.0,2179.5924771999616,0.0,0.0,0.0,0.0,1,6,1,0,DoS / DDoS:DoS Hulk,1
1499262203276,120,172.16.0.1,192.168.10.50,51106,80,6,6,648,40,108.0,392,139.27813898814128,0.0,0.0,0.0,0.0,1,4,1,0,6,11915,52.0,1985.8333333333333,5844.0,2179.5924771999616,0.0,0.0,0.0,0.0,1,6,1,0,DoS / DDoS:DoS Hulk,1
1499262203276,121,172.16.0.1,192.168.10.50,51108,80,6,6,644,52,107.33333333333331,376,131.65814318403045,0.0,0.0,0.0,0.0,1,5,0,0,6,11915,52.0,1985.8333333333333,4396.0,2176.667399183133,0.0,0.0,0.0,0.0,1,6,1,0,DoS / DDoS:DoS Hulk,1
1499262203276,118,172.16.0.1,192.168.10.50,51104,80,6,6,659,40,109.83333333333331,403,143.76427465356846,0.0,0.0,0.0,0.0,1,4,1,0,6,11915,52.0,1985.8333333333333,4396.0,1753.071637631123,0.0,0.0,0.0,0.0,1,6,1,0,DoS / DDoS:DoS Hulk,1
1499262203277,0,172.16.0.1,192.168.10.50,50892,80,6,1,40,40,40.0,40,,,,,,0,0,0,0,0,0,,,,,,,,,0,0,0,0,DoS / DDoS:DoS Hulk,1
1499262203278,121,172.16.0.1,192.168.10.50,51112,80,6,6,698,40,116.33333333333331,442,159.67174661369077,0.0,0.0,0.0,0.0,1,4,1,0,6,11915,52.0,1985.8333333333333,5844.0,2178.1304292137024,0.0,0.0,0.0,0.0,1,6,1,0,DoS / DDoS:DoS Hulk,1
1499262203278,122,172.16.0.1,192.168.10.50,51114,80,6,6,664,40,110.66666666666669,408,145.80352076224588,0.0,0.0,0.0,0.0,1,4,1,0,6,11915,52.0,1985.8333333333333,4396.0,1753.071637631123,0.0,0.0,0.0,0.0,1,6,1,0,DoS / DDoS:DoS Hulk,1
1499262203278,124,172.16.0.1,192.168.10.50,51110,80,6,6,626,52,104.33333333333331,358,124.311973142842,0.0,0.0,0.0,0.0,1,5,0,0,6,11915,52.0,1985.8333333333333,5844.0,2179.5924771999616,0.0,0.0,0.0,0.0,1,6,1,0,DoS / DDoS:DoS Hulk,1
1499262203278,0,172.16.0.1,192.168.10.50,50872,80,6,1,40,40,40.0,40,,,,,,0,0,0,0,0,0,,,,,,,,,0,0,0,0,DoS / DDoS:DoS Hulk,1
1499262203278,124,172.16.0.1,192.168.10.50,51116,80,6,6,669,52,111.5,401,141.8615522261053,0.0,0.0,0.0,0.0,1,5,0,0,5,11863,52.0,2372.6,7292.0,3330.24770850458,0.0,0.0,0.0,0.0,1,5,1,0,DoS / DDoS:DoS Hulk,1
1499262203279,121,172.16.0.1,192.168.10.50,51118,80,6,6,616,40,102.66666666666669,360,126.22942076499704,0.0,0.0,0.0,0.0,1,4,1,0,7,11967,52.0,1709.571428571429,5844.0,2117.186486601409,0.0,0.0,0.0,0.0,1,7,1,0,DoS / DDoS:DoS Hulk,1
1499262203279,118,172.16.0.1,192.168.10.50,51120,80,6,6,677,52,112.83333333333331,409,145.12672623147904,0.0,0.0,0.0,0.0,1,5,0,0,5,11863,52.0,2372.6,7292.0,3330.24770850458,0.0,0.0,0.0,0.0,1,5,1,0,DoS / DDoS:DoS Hulk,1
1499262203279,9,192.168.10.50,172.16.0.1,80,50894,6,1,52,52,52.0,52,,,,,,0,1,0,0,1,40,40.0,40.0,40.0,,,,,,0,0,0,0,Normal,0
1499262203280,125,172.16.0.1,192.168.10.50,51122,80,6,6,634,40,105.66666666666669,378,133.5689584696484,0.0,0.0,0.0,0.0,1,4,1,0,6,11915,52.0,1985.8333333333333,4396.0,1976.2516455822797,0.0,0.0,0.0,0.0,1,6,1,0,DoS / DDoS:DoS Hulk,1
1499262203280,126,172.16.0.1,192.168.10.50,51124,80,6,6,669,52,111.5,401,141.8615522261053,0.0,0.0,0.0,0.0,1,5,0,0,6,11915,52.0,1985.8333333333333,7292.0,2694.4938238316054,0.0,0.0,0.0,0.0,1,6,1,0,DoS / DDoS:DoS Hulk,1
1499262203281,124,172.16.0.1,192.168.10.50,51126,80,6,6,730,52,121.66666666666669,462,166.75930758631335,0.0,0.0,0.0,0.0,1,5,0,0,6,11915,52.0,1985.8333333333333,5844.0,2179.5924771999616,0.0,0.0,0.0,0.0,1,6,1,0,DoS / DDoS:DoS Hulk,1
1499262203281,124,172.16.0.1,192.168.10.50,51128,80,6,7,742,52,106.0,422,139.3747944692057,0.0,0.0,0.0,0.0,1,6,0,0,5,11863,52.0,2372.6,7292.0,3330.24770850458,0.0,0.0,0.0,0.0,1,5,1,0,DoS / DDoS:DoS Hulk,1
1499262203281,126,172.16.0.1,192.168.10.50,51130,80,6,6,676,52,112.66666666666669,408,144.71857747596425,0.0,0.0,0.0,0.0,1,5,0,0,6,11915,52.0,1985.8333333333333,4396.0,1753.071637631123,0.0,0.0,0.0,0.0,1,6,1,0,DoS / DDoS:DoS Hulk,1
1499262203281,0,192.168.10.50,172.16.0.1,80,50900,6,1,52,52,52.0,52,,,,,,0,1,0,0,1,40,40.0,40.0,40.0,,,,,,0,0,0,0,Normal,0
1499262203282,128,172.16.0.1,192.168.10.50,51132,80,6,6,662,52,110.33333333333331,394,139.0045562802409,0.0,0.0,0.0,0.0,1,5,0,0,5,11863,52.0,2372.6,8740.0,3632.522236683487,0.0,0.0,0.0,0.0,1,5,1,0,DoS / DDoS:DoS Hulk,1
1499262203282,129,192.168.10.50,172.16.0.1,80,51134,6,6,11915,52,1985.8333333333333,4396,1753.071637631123,0.0,0.0,0.0,0.0,1,6,1,0,6,627,52.0,104.5,359.0,124.72008659394044,0.0,0.0,0.0,0.0,1,5,0,0,Normal,0
1499262203283,126,172.16.0.1,192.168.10.50,51136,80,6,6,655,52,109.16666666666669,387,136.14759148316458,0.0,0.0,0.0,0.0,1,5,0,0,6,11915,52.0,1985.8333333333333,5844.0,2179.5924771999616,0.0,0.0,0.0,0.0,1,6,1,0,DoS / DDoS:DoS Hulk,1
1499262203283,129,172.16.0.1,192.168.10.50,51138,80,6,7,736,52,105.14285714285714,416,137.10753513383642,0.0,0.0,0.0,0.0,1,6,0,0,6,11915,52.0,1985.8333333333333,5844.0,2179.5924771999616,0.0,0.0,0.0,0.0,1,6,1,0,DoS / DDoS:DoS Hulk,1
1499262203283,10,192.168.10.50,172.16.0.1,80,50902,6,1,52,52,52.0,52,,,,,,0,1,0,0,1,40,40.0,40.0,40.0,,,,,,0,0,0,0,Normal,0
1499262203284,130,172.16.0.1,192.168.10.50,51142,80,6,6,704,40,117.33333333333331,448,162.1192976380871,0.0,0.0,0.0,0.0,1,4,1,0,6,11915,52.0,1985.8333333333333,5844.0,2179.5924771999616,0.0,0.0,0.0,0.0,1,6,1,0,DoS / DDoS:DoS Hulk,1
1499262203284,129,172.16.0.1,192.168.10.50,51140,80,6,6,693,52,115.5,425,151.65717919043595,0.0,0.0,0.0,0.0,1,5,0,0,5,11863,52.0,2372.6,10188.0,4413.316870563454,0.0,0.0,0.0,0.0,1,5,1,0,DoS / DDoS:DoS Hulk,1
